Age,Gender,Year,Course,Branch,Bank_Account,Bank_Name,Demat_Account,Broker_Name,Trading_Segment,Income,Income_Source,Expenses,Track_Expenses,Budgeting_Knowledge,Savings
20.0,Male,2nd year,B.Tech,CSE,Yes,Punjab National Bank,Yes,Angle One,Equity;Mutual Funds,less than 10k,Family support,less than 5k,Maybe,Yes,289
21.0,Female,2nd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,196
20.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,15
20.0,Female,2nd year,B.Tech,Civil,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,363
19.0,Male,1st year,B.Tech,Electrical,Yes,Punjab National Bank ,Yes,Zerodha,Mutual Funds,less than 10k,Family support,less than 5k,Maybe,Yes,300
18.0,Male,1st year,B.Tech,Aerospace,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,343
21.0,Male,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Zerodha,Futures & Options,10k to 30k,Family support,less than 5k,No,No,881
22.0,Male,1st year,Other,Not Applicable,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,1231
21.0,Male,1st year,Other,Not Applicable,Yes,Yes bank,No,Not Applicable,,less than 10k,Others,more than 30k,Yes,No,562
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,221
21.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Zerodha,Equity;Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,No,486
19.0,Male,1st year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,16
21.0,Male,2nd year,BBA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Maybe,No,0
20.0,Male,2nd year,BBA,Not Applicable,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,226
20.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,No,683
20.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,702
20.0,Female,2nd year,B.Tech,Electrical,Yes,State Bank of India,Yes,Upstox,Equity;Futures & Options,10k to 30k,Part - Time Job,less than 5k,Maybe,Yes,2448
21.0,Female,2nd year,BBA,Not Applicable,Yes,ICICI Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,5749
23.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,331
18.0,Male,1st year,B.Tech,Electrical,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,444
21.0,Male,2nd year,BBA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Futures & Options,less than 10k,Internship,less than 5k,No,No,0
18.0,Male,1st year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Part - Time Job,less than 5k,No,Yes,75
19.0,Male,1st year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,997
21.0,Male,1st year,B.Tech,Civil,No,Not Available,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,235
20.0,Male,2nd year,B.Tech,Civil,Yes,HDFC Bank,Yes,Angle One,Equity;Futures & Options;Mutual Funds,less than 10k,Freelancing,less than 5k,Yes,Yes,2315
20.0,Female,2nd year,B.Tech,CSE,Yes,BOB,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,478
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,Yes,5197
22.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,No,No,485
23.0,Male,3rd year,B.Tech,CSE,Yes,State Bank of India,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,433
24.0,Male,4th year,B.Tech,Aerospace,Yes,HDFC Bank,Yes,Grow,Futures & Options,10k to 30k,Startup,5k to 15k,Yes,Yes,8874
19.0,Male,2nd year,B.Tech,Civil,Yes,ICICI Bank,Yes,Grow,Equity;Futures & Options;Mutual Funds,10k to 30k,Part - Time Job,less than 5k,Yes,Yes,1071
23.0,Male,2nd year,B.Tech,CSE,No,Not Available,No,Not Applicable,,less than 10k,Freelancing,less than 5k,Yes,Yes,620
21.0,Male,2nd year,BA,Not Applicable,Yes,State Bank of India,Yes,Zerodha,Mutual Funds;Commodity,more than 30k,Freelancing,15k to 30k,Yes,Yes,6344
21.0,Male,2nd year,B.Tech,CSE,Yes,HDFC Bank,No,Not Applicable,,less than 10k,Family support,less than 5k,Yes,Yes,234
19.0,Male,1st year,B.Tech,Automobile,Yes,State Bank of India,Yes,Angle One,Futures & Options;Mutual Funds;Commodity,less than 10k,Family support,less than 5k,Yes,Yes,214
20.0,Male,2nd year,B.Tech,CSE,Yes,State Bank of India,Yes,Grow,Futures & Options;Mutual Funds,less than 10k,Family support,less than 5k,Yes,Yes,24
